locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.001G018200	prohibitin-2, putative, expressed	PF01145	PTHR23222,PTHR23222:SF4	KOG3090	K17081	AT1G03860.1	ATPHB2,PHB2	LOC_Os03g62490.1	NA
Sobic.001G018300	cytochrome P450 71E1, putative, expressed	PF00067	PTHR24298,PTHR24298:SF144	KOG0156		AT3G26300.1	CYP71B34	LOC_Os03g63310.1	NA
Sobic.001G018350	RD26, putative, expressed	PF02365	PTHR31989,PTHR31989:SF22					LOC_Os03g61319.1	NA
Sobic.001G018400	expressed protein	PF13962	PTHR24177,PTHR24177:SF40			AT3G13950.1		LOC_Os01g15060.1	NA
Sobic.001G018500	expressed protein	PF04418	PTHR21304,PTHR21304:SF0		K17784	AT1G72170.1		LOC_Os03g62420.1	NA
Sobic.001G018550									NA
Sobic.001G018600	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF144	KOG0156		AT3G26300.1	CYP71B34	LOC_Os12g32850.1	NA
Sobic.001G018700	RD26, putative, expressed	PF02365	PTHR31989,PTHR31989:SF22					LOC_Os03g61249.1	NA
Sobic.001G018800	60S ribosomal protein L44, putative, expressed	PF00935	PTHR10369,PTHR10369:SF3	KOG3464	K02929	AT3G23390.1		LOC_Os07g33898.1	NA
Sobic.001G018900	40S ribosomal protein S4, putative, expressed	PF01479,PF00467,PF08071,PF16121,PF00900	PTHR11581,PTHR11581:SF10	KOG0378	K02987	AT5G58420.1		LOC_Os02g01560.1	NA
Sobic.001G019000	uncharacterized glycosyltransferase, putative, expressed	PF05691	PTHR31268,PTHR31268:SF9			AT3G57520.1	AtSIP2,SIP2	LOC_Os07g10840.1	NA
Sobic.001G019100	harpin-induced protein 1 domain containing protein, expressed		PTHR31415,PTHR31415:SF19					LOC_Os07g14660.1	NA
Sobic.001G019200	H-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed		PTHR31060,PTHR31060:SF2			AT2G13690.1		LOC_Os04g20920.1	NA
Sobic.001G019300	WD40-like Beta Propeller Repeat family protein, expressed	PF07676	PTHR32161,PTHR32161:SF8			AT1G21680.1		LOC_Os03g62370.1	NA
Sobic.001G019400	protein kinase family protein, putative, expressed	PF00069	PTHR27001,PTHR27001:SF61	KOG1187		AT1G77280.1		LOC_Os03g62340.1	NA
Sobic.001G019500	expressed protein		PTHR35466			AT1G77400.1		LOC_Os03g62330.1	NA
Sobic.001G019601									NA
Sobic.001G019700	MATE efflux family protein, putative, expressed	PF01554	PTHR11206,PTHR11206:SF75	KOG1347	K03327	AT1G71870.1		LOC_Os03g62270.1	NA
Sobic.001G019800	FAD binding domain containing protein, expressed	PF01494	PTHR13789,PTHR13789:SF240	KOG3855	K06126	AT3G24200.2		LOC_Os03g62260.1	NA
Sobic.001G019900	zinc finger, C3HC4 type domain containing protein, expressed	PF06803	PTHR22894		K15707	AT1G72175.1		LOC_Os03g62250.1	NA
Sobic.001G020000	metallo-beta-lactamase, putative, expressed	PF00753,PF07521,PF10996,PF13299	PTHR11203,PTHR11203:SF5		K14402	AT5G23880.1	ATCPSF100,CPSF100,EMB1265,ESP5	LOC_Os09g39590.1	NA
Sobic.001G020100	expressed protein	PF02536	PTHR13068,PTHR13068:SF26			AT4G09620.1		LOC_Os03g62240.1	NA
Sobic.001G020200	ZOS3-24 - C2H2 zinc finger protein, expressed		PTHR10593,PTHR10593:SF27			AT1G34370.2	STOP1	LOC_Os03g62230.1	NA
Sobic.001G020350									NA
Sobic.001G020500	lectin protein kinase family protein, putative, expressed	PF08276,PF00954,PF01453,PF00069	PTHR27002,PTHR27002:SF52	KOG1187		AT1G34300.1		LOC_Os03g62180.2	NA
Sobic.001G020600	cyclase/dehydrase family protein, expressed	PF03364	PTHR34060,PTHR34060:SF2			AT5G08720.1		LOC_Os03g62170.1	NA
Sobic.001G020700	expressed protein		PTHR35295			AT2G33793.1		LOC_Os03g62160.1	NA
Sobic.001G020800									NA
Sobic.001G020900	heat shock protein DnaJ, putative, expressed	PF00226	PTHR24078:SF181,PTHR24078			AT4G19570.1		LOC_Os03g62120.1	NA
Sobic.001G021000	nicotinate phosphoribosyltransferase family domain containing protein, expressed	PF04095	PTHR11098,PTHR11098:SF17		K00763	AT4G36940.1	NAPRT1	LOC_Os03g62110.2	NA
Sobic.001G021100	mTERF family protein, expressed	PF02536	PTHR13068,PTHR13068:SF17		K15032	AT5G07900.1		LOC_Os11g09990.1	NA
Sobic.001G021200	elongation factor, putative, expressed		PTHR23115,PTHR23115:SF131			AT1G56070.1	LOS1	LOC_Os04g02820.3	NA
Sobic.001G021300	elongation factor, putative, expressed	PF14492,PF03144,PF00679,PF03764,PF00009	PTHR23115,PTHR23115:SF131		K03234	AT1G56070.1	LOS1	LOC_Os04g02820.1	NA
Sobic.001G021400	elongation factor, putative, expressed	PF14492,PF03144,PF00679,PF03764,PF00009	PTHR23115,PTHR23115:SF131		K03234	AT1G56070.1	LOS1	LOC_Os04g02820.1	NA
Sobic.001G021500	CESA3 - cellulose synthase, expressed	PF13632,PF14569	PTHR13301,PTHR13301:SF73		K10999	AT5G64740.1	CESA6,E112,IXR2,PRC1	LOC_Os07g24190.1	NA
Sobic.001G021601									NA
Sobic.001G021700	NB-ARC domain containing protein, expressed	PF00931	PTHR23155,PTHR23155:SF572			AT3G14470.1		LOC_Os05g12770.1	NA
Sobic.001G021800	mRNA-decapping enzyme, putative, expressed	PF06058	PTHR16290,PTHR16290:SF6	KOG2868	K12611	AT1G08370.1	ATDCP1,DCP1	LOC_Os07g14580.1	NA
Sobic.001G021900	hydrolase, putative, expressed	PF07687,PF01546	PTHR11014,PTHR11014:SF99		K14664	AT3G02875.1	ILR1	LOC_Os03g62060.1	NA
Sobic.001G022000	hydrolase, putative, expressed	PF07687,PF01546	PTHR11014,PTHR11014:SF99		K14664	AT3G02875.1	ILR1	LOC_Os03g62070.1	NA
Sobic.001G022100	expressed protein		PTHR34564,PTHR34564:SF1			AT5G22280.1		LOC_Os03g62030.1	NA
Sobic.001G022200	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31415,PTHR31415:SF6			AT2G35460.1		LOC_Os03g62020.1	NA
Sobic.001G022300	expressed protein	PF09809	PTHR21338		K17422	AT5G40080.1		LOC_Os02g40490.1	NA
Sobic.001G022400	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31234,PTHR31234:SF10			AT2G35460.1		LOC_Os03g62010.1	NA
Sobic.001G022500	tRNA synthetases class II domain containing protein, expressed	PF01336,PF00152	PTHR22594,PTHR22594:SF20		K04567	AT3G13490.1	ATKRS-2,OVA5	LOC_Os02g41470.3	NA
Sobic.001G022600	glycine-rich RNA-binding protein 7, putative, expressed	PF00098,PF00076	PTHR24012	KOG0107	K12885	AT3G26420.1	ATRZ-1A	LOC_Os03g61990.2	NA
Sobic.001G022700	cytochrome P450, putative, expressed	PF00067	PTHR24286,PTHR24286:SF71	KOG0157		AT1G19630.1	CYP722A1	LOC_Os03g61980.1	NA
Sobic.001G022800	actin, putative, expressed	PF00022	PTHR11937,PTHR11937:SF254		K10355	AT5G09810.1	ACT7	LOC_Os03g61970.1	NA
Sobic.001G022900	2Fe-2S iron-sulfur cluster binding domain containing protein, expressed	PF00111	PTHR19370,PTHR19370:SF127		K02639	AT2G27510.1	ATFD3,FD3	LOC_Os03g61960.2	NA
Sobic.001G023000	kelch motif family protein, putative, expressed	PF13418,PF13415	PTHR23244,PTHR23244:SF262	KOG0379		AT2G36360.2		LOC_Os03g61950.1	NA
Sobic.001G023100	ACBP4, putative, expressed	PF00887,PF01344,PF13415	PTHR23244,PTHR23244:SF315	KOG0379		AT3G05420.1	ACBP4	LOC_Os03g61930.1	NA
Sobic.001G023200	electron transfer flavoprotein subunit alpha, mitochondrial precursor, putative, expressed	PF00766,PF01012	PTHR10909,PTHR10909:SF299	KOG3954	K03522	AT1G50940.1	ETFALPHA	LOC_Os03g61920.1	NA
Sobic.001G023300	expressed protein							LOC_Os03g61900.1	NA
Sobic.001G023400	chloroplast protein import component Toc159, putative, expressed	PF04548,PF11886	PTHR10903,PTHR10903:SF64			AT4G02510.1	ATTOC159,PPI2,TOC159,TOC160,TOC86	LOC_Os03g61890.1	NA
Sobic.001G023500	expressed protein	PF14309,PF14383	PTHR21726:SF45,PTHR21726			AT3G58650.1		LOC_Os03g61620.1	NA
Sobic.001G023600	YIF1B, putative, expressed	PF03878	PTHR14083,PTHR14083:SF4	KOG3094		AT1G30890.2		LOC_Os06g41590.1	NA
Sobic.001G023700	expressed protein	PF12023	PTHR33193,PTHR33193:SF2			AT3G62640.1		LOC_Os03g61590.1	NA
Sobic.001G023800	expressed protein	PF05623	PTHR31343,PTHR31343:SF6			AT4G16100.1		LOC_Os03g61580.1	NA
Sobic.001G023900	expressed protein	PF00320	PTHR10071,PTHR10071:SF208			AT5G49300.1	GATA16	LOC_Os03g61570.2	NA
Sobic.001G024000	expressed protein	PF08144	PTHR13389	KOG2050	K14844	AT3G16810.1	APUM24,PUM24	LOC_Os03g61560.1	NA
Sobic.001G024100	heat shock protein DnaJ, putative, expressed	PF00226	PTHR24078,PTHR24078:SF208			AT3G06778.1		LOC_Os03g61550.1	NA
Sobic.001G024200	lipase class 3 family protein, putative, expressed	PF01764	PTHR21493,PTHR21493:SF100			AT4G16070.1		LOC_Os03g61540.1	NA
Sobic.001G024250									NA
Sobic.001G024300	invertase/pectin methylesterase inhibitor family protein, putative, expressed	PF04043	PTHR31707,PTHR31707:SF22			AT5G62350.1		LOC_Os03g61530.1	NA
Sobic.001G024400	pectinesterase inhibitor domain containing protein, expressed	PF04043	PTHR31707,PTHR31707:SF50			AT1G53840.1	ATPME1,PME1	LOC_Os03g61510.1	NA
Sobic.001G024500	uncharacterized Cys-rich domain containing protein, putative, expressed	PF04749	PTHR15907,PTHR15907:SF59			AT1G14870.1	PCR2	LOC_Os03g61470.1	NA
Sobic.001G024700	uncharacterized Cys-rich domain containing protein, putative, expressed	PF04749	PTHR15907,PTHR15907:SF59			AT1G14870.1	PCR2	LOC_Os03g61470.1	NA
Sobic.001G024800	uncharacterized Cys-rich domain containing protein, putative, expressed	PF04749	PTHR15907,PTHR15907:SF59			AT1G14870.1	PCR2	LOC_Os03g61470.1	NA
Sobic.001G024900	expressed protein							LOC_Os03g61410.1	NA
Sobic.001G025000	FACT complex subunit SPT16, putative, expressed	PF08512,PF00557,PF14826,PF08644	PTHR13980			AT4G10710.1	SPT16	LOC_Os04g25550.1	NA
Sobic.001G025101	hydrolase, alpha/beta fold family domain containing protein, expressed	PF00561	PTHR10992,PTHR10992:SF839			AT2G26740.1	ATSEH,SEH	LOC_Os03g61360.1	NA
Sobic.001G025201	heavy-metal-associated domain-containing protein, putative, expressed		PTHR22814,PTHR22814:SF114	KOG1603		AT5G03380.1		LOC_Os03g05750.1	NA
Sobic.001G025300	hydrolase, alpha/beta fold family domain containing protein, expressed	PF00561	PTHR10992,PTHR10992:SF883	KOG4178		AT4G02340.1		LOC_Os03g61340.1	NA
Sobic.001G025400	fumarylacetoacetase, putative, expressed	PF01557	PTHR11820	KOG1535	K01557	AT4G15940.1		LOC_Os03g61330.1	NA
Sobic.001G025500	calreticulin precursor, putative, expressed	PF00262	PTHR11073,PTHR11073:SF17	KOG0674	K08057	AT1G56340.2	AtCRT1a,CRT1,CRT1a	LOC_Os03g61670.1	NA
Sobic.001G025600	huntingtin-interacting protein HYPK, putative, expressed		PTHR31184,PTHR31184:SF3	KOG3450		AT3G06610.1		LOC_Os03g61680.1	NA
Sobic.001G025700	protein phosphatase 2C, putative, expressed	PF00481	PTHR13832,PTHR13832:SF341	KOG0700	K01102	AT3G17090.1		LOC_Os03g61690.1	NA
Sobic.001G025800	pentatricopeptide, putative, expressed	PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF130			AT1G11290.1	CRR22	LOC_Os06g02200.1	NA
Sobic.001G025900	expressed protein		PTHR36033,PTHR36033:SF1			AT3G17030.1		LOC_Os03g61700.1	NA
Sobic.001G026000	GHMP kinases ATP-binding protein, putative, expressed	PF00288,PF08544,PF10509	PTHR10457,PTHR10457:SF7	KOG0631	K18674	AT3G06580.1	GAL1,GALK	LOC_Os03g61710.1	NA
Sobic.001G026100	glycerol-3-phosphate acyltransferase, putative, expressed	PF01553	PTHR15486,PTHR15486:SF26		K13508	AT4G01950.1	ATGPAT3,GPAT3	LOC_Os03g61720.1	NA
Sobic.001G026200	heat shock protein DnaJ, putative, expressed	PF00226,PF14901	PTHR24078,PTHR24078:SF231	KOG0720	K09534	AT5G49580.1		LOC_Os03g61730.1	NA
Sobic.001G026300	sex determination protein tasselseed-2, putative, expressed	PF13561	PTHR24322,PTHR24322:SF380	KOG0725		AT2G47140.1		LOC_Os03g61740.1	NA
Sobic.001G026400	expressed protein	PF05253,PF11722,PF05206	PTHR12998,PTHR12998:SF0	KOG2811	K15446	AT4G01880.1		LOC_Os03g61750.1	NA
Sobic.001G026500	OsSPL6 - SBP-box gene family member, expressed	PF12796,PF03110	PTHR31251,PTHR31251:SF11			AT3G60030.1	SPL12	LOC_Os03g61760.1	NA
Sobic.001G026600									NA
Sobic.001G026700	glucan endo-1,3-beta-glucosidase-related, putative, expressed	PF07983	PTHR32227,PTHR32227:SF131			AT1G09460.1		LOC_Os03g61780.1	NA
Sobic.001G026800	polygalacturonase, putative, expressed	PF12708	PTHR31339,PTHR31339:SF19			AT3G62110.1		LOC_Os03g61800.2	NA
Sobic.001G026900	tRNA-specific adenosine deaminase, putative, expressed	PF00383	PTHR11079,PTHR11079:SF90	KOG1018		AT5G28050.1		LOC_Os03g61810.1	NA
Sobic.001G026950									NA
Sobic.001G027000	expressed protein		PTHR33879,PTHR33879:SF3			AT3G22530.1		LOC_Os07g07670.1	NA
Sobic.001G027100	FEN1A - Putative flap endonuclease protein, expressed	PF00752,PF00867	PTHR11081,PTHR11081:SF30	KOG2519	K04799	AT5G26680.2		LOC_Os05g46270.1	NA
Sobic.001G027200									NA
Sobic.001G027300	haloacid dehalogenase-like hydrolase family protein, putative, expressed	PF13419	PTHR12725,PTHR12725:SF49	KOG3109		AT3G62040.1		LOC_Os03g61829.1	NA
Sobic.001G027400									NA
Sobic.001G027500	haloacid dehalogenase-like hydrolase family protein, putative, expressed		PTHR12725,PTHR12725:SF49	KOG3109		AT5G02230.2		LOC_Os01g74152.1	NA
Sobic.001G027600	ribosomal L18p/L5e family protein, putative, expressed	PF00861	PTHR12899		K02881	AT1G48350.1		LOC_Os03g61260.1	NA
Sobic.001G027700	expressed protein		PTHR36316			AT1G20430.1		LOC_Os06g11060.1	NA
Sobic.001G027800	OsMan05 - Endo-Beta-Mannanase, expressed	PF00150	PTHR31451,PTHR31451:SF12		K19355	AT5G66460.1		LOC_Os03g61280.1	NA
Sobic.001G027900	ATCHX, putative, expressed	PF00999	PTHR32468,PTHR32468:SF20			AT3G17630.1	ATCHX19,CHX19	LOC_Os03g61290.1	NA
Sobic.001G028000	expressed protein							LOC_Os03g61240.1	NA
Sobic.001G028100	DEAD-box ATP-dependent RNA helicase 3, putative, expressed	PF04851,PF00098,PF08152,PF00271	PTHR24031,PTHR24031:SF155	KOG0331		AT5G26742.2	emb1138	LOC_Os03g61220.1	NA
Sobic.001G028200	U5 small nuclear ribonucleoprotein 200 kDa helicase, putative, expressed	PF00271,PF00270,PF02889	PTHR24075			AT1G20960.2	emb1507	LOC_Os02g01740.1	NA
Sobic.001G028301	expressed protein	PF14111	PTHR33170,PTHR33170:SF2					LOC_Os05g22910.1	NA
Sobic.001G028400	domain of unknown function domain containing protein, expressed	PF03619	PTHR23423,PTHR23423:SF35	KOG2641		AT3G05940.1		LOC_Os03g61210.1	NA
Sobic.001G028500	expressed protein	PF03105	PTHR10783	KOG1161		AT5G15330.1	ATSPX4,SPX4	LOC_Os03g61200.1	NA
Sobic.001G028600	expressed protein		PTHR33872,PTHR33872:SF3					LOC_Os03g61160.1	NA
Sobic.001G028700	expressed protein	PF10294	PTHR14614,PTHR14614:SF42	KOG3201		AT5G01470.2		LOC_Os03g61140.1	NA
Sobic.001G028800	expressed protein		PTHR33872,PTHR33872:SF2			AT1G19530.1		LOC_Os03g61150.2	NA
Sobic.001G028900	ulp1 protease family, C-terminal catalytic domain containing protein, expressed	PF02902	PTHR12606,PTHR12606:SF14			AT3G06910.1	ULP1A	LOC_Os10g24954.1	NA
Sobic.001G029000	mTERF family protein, expressed	PF02536	PTHR13068,PTHR13068:SF17		K15032	AT5G07900.1		LOC_Os11g14130.1	NA
Sobic.001G029100	expressed protein	PF01329	PTHR12599,PTHR12599:SF8			AT5G51110.2		ChrSy.fgenesh.mRNA.86	NA
Sobic.001G029200	phosphoesterase family protein, putative, expressed	PF04185	PTHR31956,PTHR31956:SF9		K01114	AT1G07230.1	NPC1	LOC_Os03g61130.1	NA
Sobic.001G029300	anthranilate synthase component I-1, chloroplast precursor, putative, expressed	PF04715,PF00425	PTHR11236,PTHR11236:SF20		K01657	AT2G29690.1	ASA2,ATHANSYNAB	LOC_Os03g61120.1	NA
Sobic.001G029400	RNA-binding motif protein, putative, expressed	PF00642,PF00076	PTHR23139	KOG0126	K13107	AT3G47120.1		LOC_Os03g61110.1	NA
Sobic.001G029500	GDP-mannose transporter, putative, expressed	PF03151	PTHR11132,PTHR11132:SF81	KOG1444	K15356	AT1G07290.1	GONST2	LOC_Os03g61100.1	NA
Sobic.001G029600	expressed protein	PF11493	PTHR36370,PTHR36370:SF2			AT3G47070.1		LOC_Os03g61090.1	NA
Sobic.001G029700	ELM2 domain containing protein, putative, expressed		PTHR22970,PTHR22970:SF26			AT5G04110.1	GYRB3	LOC_Os01g63354.1	NA
Sobic.001G029800	expressed protein		PTHR33621,PTHR33621:SF2			AT3G03130.1		LOC_Os02g47130.1	NA
Sobic.001G029900	protein kinase domain containing protein, expressed	PF07714	PTHR27003,PTHR27003:SF14	KOG1187		AT4G00330.1	CRCK2	LOC_Os03g61060.1	NA
Sobic.001G030000	FG-GAP repeat-containing protein, putative, expressed	PF01839	PTHR21419,PTHR21419:SF23			AT3G09090.1	DEX1	LOC_Os03g61050.1	NA
Sobic.001G030100	GIL1, putative, expressed	PF04859	PTHR31161,PTHR31161:SF4			AT5G58960.1	GIL1	LOC_Os03g61040.1	NA
Sobic.001G030200	transcription termination factor nusG family protein, expressed	PF00467,PF02357	PTHR30265,PTHR30265:SF2			AT3G09210.1	PTAC13	LOC_Os03g61030.1	NA
Sobic.001G030300	mitochondrial import inner membrane translocase subunit Tim, putative, expressed	PF02953	PTHR11038,PTHR11038:SF17	KOG3480	K17778	AT2G29530.1	TIM10	LOC_Os03g61019.1	NA
Sobic.001G030400	protein kinase family protein, putative, expressed	PF07714	PTHR27001,PTHR27001:SF18	KOG1187		AT5G59010.1		LOC_Os03g61010.1	NA
Sobic.001G030500	cytokinin-N-glucosyltransferase 1, putative, expressed	PF00201	PTHR11926,PTHR11926:SF244			AT3G11340.1		LOC_Os03g60960.1	NA
Sobic.001G030600	cytokinin-N-glucosyltransferase 1, putative, expressed	PF00201	PTHR11926,PTHR11926:SF244			AT3G55700.1		LOC_Os03g60960.1	NA
Sobic.001G030800	RD26, putative, expressed	PF02365	PTHR31989,PTHR31989:SF22					LOC_Os03g61319.1	NA
Sobic.001G030900	cytokinin-N-glucosyltransferase 1, putative, expressed	PF00201	PTHR11926,PTHR11926:SF244			AT3G55700.1		LOC_Os03g60960.1	NA
Sobic.001G031000	RD26, putative, expressed	PF02365	PTHR31989,PTHR31989:SF22					LOC_Os03g61249.1	NA
Sobic.001G031100	dolichyl-phosphate beta-glycosyltransferase, putative, expressed	PF13641	PTHR10859	KOG2978	K00721	AT1G20575.1		LOC_Os03g60939.1	NA
Sobic.001G031200	Methyltransferase small domain containing protein, expressed	PF13659	PTHR18895,PTHR18895:SF71	KOG3191	K02493	AT3G13440.1		LOC_Os03g60920.1	NA
Sobic.001G031300	PPR repeat domain containing protein, putative, expressed	PF13812,PF01535,PF13041	PTHR24015,PTHR24015:SF659			AT1G74850.1	PTAC2	LOC_Os03g60910.1	NA
Sobic.001G031400	expressed protein	PF12554	PTHR28520,PTHR28520:SF1		K18633	AT4G09550.1	ATGIP1,GIP1	LOC_Os03g60900.1	NA
Sobic.001G031500									NA
Sobic.001G031600	calmodulin binding protein, putative, expressed	PF07887	PTHR31713,PTHR31713:SF13			AT4G25800.2		LOC_Os03g32160.1	NA
Sobic.001G031700	nucleobase-ascorbate transporter, putative, expressed	PF00860	PTHR11119,PTHR11119:SF39			AT5G62890.1		LOC_Os03g60880.2	NA
Sobic.001G031800	ribosomal protein L30 containing protein, expressed	PF00327	PTHR15892,PTHR15892:SF2		K02907	AT5G55140.1		LOC_Os08g01859.1	NA
Sobic.001G031900	ras-related protein, putative, expressed	PF00025	PTHR24073,PTHR24073:SF484	KOG0087	K07904	AT1G07410.1	ATRAB-A2B,ATRABA2B,RAB-A2B,RABA2b	LOC_Os03g60870.1	NA
Sobic.001G032000	peptide transporter PTR2, putative, expressed	PF00854	PTHR11654,PTHR11654:SF79			AT2G37900.1		LOC_Os03g60850.1	NA
Sobic.001G032100	BBTI13 - Bowman-Birk type bran trypsin inhibitor precursor, expressed	PF00228	PTHR33479					LOC_Os03g60840.1	NA
Sobic.001G032200	transporter, major facilitator superfamily domain containing protein, expressed	PF07690	PTHR23500,PTHR23500:SF159	KOG0254		AT5G59250.1		LOC_Os03g60820.1	NA
Sobic.001G032300	lectin-like receptor kinase, putative, expressed	PF00069,PF00139	PTHR27007,PTHR27007:SF2	KOG1187		AT2G37710.1	RLK	LOC_Os03g60810.1	NA
Sobic.001G032400	lectin-like receptor kinase, putative, expressed	PF00139,PF00069	PTHR27007:SF2,PTHR27007	KOG1187		AT2G37710.1	RLK	LOC_Os03g60810.1	NA
Sobic.001G032550	mTERF family protein, expressed		PTHR13068,PTHR13068:SF17		K15032	AT5G07900.1		LOC_Os11g14130.1	NA
Sobic.001G032700	heat shock protein DnaJ, putative, expressed	PF00226	PTHR24078			AT5G59610.1		LOC_Os03g60790.1	NA
Sobic.001G032800	armadillo/beta-catenin-like repeat containing protein, expressed	PF08609	PTHR19316,PTHR19316:SF17	KOG2160	K09562	AT3G09350.1	Fes1A	LOC_Os03g60780.1	NA
Sobic.001G032850									NA
Sobic.001G032900	expressed protein		PTHR33142,PTHR33142:SF3			AT5G02220.1		LOC_Os03g60760.1	NA
Sobic.001G033000	ribosomal RNA large subunit methyltransferase J, putative, expressed	PF01728	PTHR10920	KOG4589		AT5G13830.1		LOC_Os03g60750.1	NA
Sobic.001G033100	expressed protein	PF13460	PTHR14194,PTHR14194:SF61			AT2G37660.1		LOC_Os03g60740.1	NA
Sobic.001G033200	GRAS family transcription factor domain containing protein, expressed	PF03514	PTHR31636,PTHR31636:SF23			AT1G07530.1	ATGRAS2,GRAS2,SCL14	LOC_Os04g50060.2	NA
Sobic.001G033300	expansin precursor, putative, expressed	PF03330,PF01357	PTHR31867,PTHR31867:SF5			AT2G39700.1	ATEXP4,ATEXPA4,ATHEXP ALPHA 1.6,EXPA4	LOC_Os03g60720.1	NA
Sobic.001G033400	protein kinase domain containing protein, expressed	PF07714	PTHR27001,PTHR27001:SF113	KOG1187		AT2G28930.3	APK1B,PK1B	LOC_Os03g60710.1	NA
Sobic.001G033500	dolichyl-phosphate beta-glycosyltransferase, putative, expressed	PF00535	PTHR10859:SF91,PTHR10859	KOG2977	K00729	AT2G39630.1		LOC_Os03g60700.1	NA
Sobic.001G033600	pentatricopeptide, putative, expressed	PF01535,PF14432,PF13041	PTHR24015,PTHR24015:SF571			AT4G21065.1		LOC_Os03g60690.1	NA
Sobic.001G033701	expressed protein		PTHR33377					LOC_Os03g60660.1	NA
Sobic.001G033800	expressed protein							LOC_Os02g45000.1	NA
Sobic.001G033900	mTERF family protein, expressed	PF02536	PTHR13068,PTHR13068:SF17	KOG1267	K15032	AT5G07900.1		LOC_Os11g09990.1	NA
Sobic.001G034000	mTERF family protein, expressed	PF02536	PTHR13068,PTHR13068:SF17	KOG1267	K15032	AT5G07900.1		LOC_Os11g09990.1	NA
Sobic.001G034050									NA
Sobic.001G034100	protein phosphatase 2C, putative, expressed	PF00481	PTHR13832,PTHR13832:SF228	KOG0700		AT2G28890.1	PLL4	LOC_Os03g60650.1	NA
Sobic.001G034200	60S ribosomal protein L36-2, putative, expressed	PF01158	PTHR10114	KOG3452	K02920	AT2G37600.1		LOC_Os01g62350.1	NA
Sobic.001G034300	dof zinc finger domain containing protein, putative, expressed	PF02701	PTHR31992,PTHR31992:SF18			AT3G55370.2	OBP3	LOC_Os03g60630.1	NA
Sobic.001G034400	DnaK family protein, putative, expressed		PTHR19375,PTHR19375:SF221		K03283	AT3G12580.1	ATHSP70,HSP70	LOC_Os03g16860.1	NA
Sobic.001G034500	SEC14 cytosolic factor family protein, putative, expressed	PF00650	PTHR10174,PTHR10174:SF100	KOG1471		AT3G46450.1		LOC_Os03g60610.1	NA
Sobic.001G034600	zinc knuckle domain containing protein, expressed	PF14392,PF00098	PTHR23002,PTHR23002:SF66		K09250	AT1G75560.2		LOC_Os03g60600.1	NA
Sobic.001G034700	actin-depolymerizing factor, putative, expressed	PF00241	PTHR11913,PTHR11913:SF29	KOG1735	K05765	AT5G59890.1	ADF4,ATADF4	LOC_Os04g46910.1	NA
Sobic.001G034900	actin-depolymerizing factor, putative, expressed	PF00241	PTHR11913,PTHR11913:SF27	KOG1735	K05765	AT5G59880.1	ADF3	LOC_Os03g60580.1	NA
